question_id,result
2327,A
2328,C
2329,A 
2330,Answer: D
2331,B 
2332,C
2333,A
2334,Answer: B
2335,B
2336,B
2337,C 
2338,D
2339,B 
2340,A
2341,A
2342,C
2343,A
2344,Answer: C
2345,Answer: C
2346,A 
2347,C
2348,Answer: B
2349,B 
2350,D 
2351,
2352,A
2353,D
2354,A
2355,Not Sure
2356,A 
2357,A 
2358,A 
2359,D
2360,C
2361,D 
2362,A
2363,Answer: B
2364,A
2365,A
2366,A
2367,B
2368,D
2369,A 
2370,Answer: A
2371,A 
2372,C
2373,Answer: A
2374,C
2375,A 
2376,Answer: D
2377,A
2378,C
2379,Answer: A
2380,C 
2381,Answer: D
2382,Answer: D
2383,Answer: D
2384,A
2385,Answer: A
2386,A 
2387,D 
2388,B
2389,A 
2390,B
2391,Answer: A
2392,A 
2393,Answer: C
2394,
2395,C
2396,None of the above
2397,D
2398,Answer: C
2399,Answer: D
2400,A 
2401,B
2402,Answer: C
2403,A
2404,B
2405,A 
2406,D
2407,Answer: B
2408,A
2409,B 
2410,Answer: A
2411,A 
2412,A
2413,A
2414,B
2415,"C =8π, so the answer is B"
2416,B
2417,A
2418,Answer: A
2419,Answer: A
2420,D 
2421,A
2422,B
2423,A 
2424,B
2425,Answer: C
2426,C
2427,B
2428,D
2429,A
2430,Answer: C
2431,Answer: A
2432,C
2433,Answer: A
2434,Answer: B
2435,D 
2436,A
2437,B
2438,D
2439,A
2440,A
2441,C
2442,B 
2443,D
2444,Answer: A
2445,Answer: C
2446,A 
2448,D 
2449,"Invalid. Counterexample when L is true and K is false, so the answer is D"
2450,B 
2451,D 
2452,Answer: A
2453,A
2454,Answer: B
2455,D 
2456,C
2458,A
2459,A
2460,Answer: D
2461,B
2462,B
2463,A 
2464,Answer: D
2465,Answer: B
2466,Answer: C
2467,Answer: D
2468,B
2469,A
2470,Answer: A
2471,A 
2472,A 
2473,A
2474,Answer: A
2475,D
2476,
2477,D
2478,C
2479,B 
2480,Answer: D
2481,B
2482,D 
2483,A
2485,C
2486,A 
2487,A
2489,D
2490,A 
2491,
2492,B
2493,B 
2494,A 
2496,Answer: A
2497,B
2498,Answer: B
2500,B
2501,B
2502,D
2503,A
2504,D
2505,A
2506,A 
2507,Answer: D
2508,Answer: D
2509,A
2510,Answer: A
2511,Answer: A
2513,D
2514,C 
2515,Answer: A
2516,Answer: A
2517,Answer: D
2518,D
2519,C
2520,Answer: B
2521,B 
2522,B 
2523,A 
2524,B 
2525,Answer: B
2526,A
2528,Answer: B
2529,A
2530,B 
2531,A 
2532,Answer: A
2533,D 
2534,A 
2535,Answer: C
2537,C
2538,D
2539,D
2540,A 
2541,D
2542,C
2543,D
2544,A
2545,A
2546,B
2547,D
2548,Answer: A
2549,D
2550,A
2551,Answer: A
2552,D
2554,Answer: B
2556,A 
2557,A
2558,A
2559,
2560,"(∀x)(Rx ⊃ Ax), so the answer is C"
2561,C
2562,A
2563,A
2564,A
2565,Answer: D
2567,A 
2568,C
2569,A 
2570,A
2571,C 
2572,A 
2573,A 
2574,A
2575,C 
2576,Answer: A
2577,C 
2578,B 
2579,Answer: D
2580,B 
2581,A 
2582,Answer: A
2583,B
2584,B 
2585,A
2586,Answer: C
2587,Answer: A
2588,B
2589,Answer: A
2590,A
2591,A
2592,B
2593,D
2594,D
2595,D
2596,C
2597,D
2598,C 
2599,C
2600,A
2601,B
2602,Answer: A
2603,D
2604,A 
2605,D 
2606,Answer: A
2607,D
2608,C
2609,B
2610,A
2611,None of the above
2612,A
2613,A
2614,A 
2615,A
2616,B
2617,C
2618,B 
2619,Answer: B
2620,A
2621,B
2622,B 
2623,A
2624,A 
2625,Answer: D
2626,Answer: A
2627,C 
2628,B
2629,C 
2630,A
2631,B
2632,C
2633,B
2634,C
2635,A
2636,A 
2637,Answer: C
2638,B
2639,B 
2640,A 
2641,A
2642,C
2643,A
2644,Answer: A
2645,A
2646,A 
2647,C
2648,B
2649,A
2650,C 
2651,A
2652,B 
2653,A 
2654,B
2655,C 
2656,Answer: A
2657,Answer: C
2658,B
2659,D 
2660,A
2661,D
2662,B
2663,B 
2664,B 
2665,Answer: A
2666,D
2667,"80%, so the answer is C"
2668,D
2669,A
2670,A
2671,C
2672,A 
2673,C
2674,Answer: C
2675,B
2676,Answer: B
2677,A 
2678,C 
2679,C
2680,Answer: B
2681,D
2682,Answer: A
2683,A
2684,Answer: B
2685,C 
2686,Not Sure
2687,B 
2688,C
2689,D
2690,Answer: A
2691,A
2692,B
2693,Answer: B
2694,A 
2695,B
2696,Answer: C
2697,C 
2698,
2699,D
2700,Answer: B
2701,C 
2702,C 
2703,Answer: D
2704,Answer: C
2705,B 
2706,A
2707,"The appendix has a substantial amount of defensive lymphatic tissue., so the answer is C"
2708,B
2709,Answer: A
2710,A
2711,B
2712,A 
2713,B 
2714,Answer: A
2715,D
2716,A 
2717,B
2718,C 
2719,D
2720,A
2721,B 
2722,D
2723,A
2724,None of the above
2725,C 
2726,B
2727,A
2728,Answer: A
2729,D
2730,D
2731,Answer: A
2732,Answer: C
2733,A
2734,A
2735,A
2736,C
2737,C
2738,Answer: A
2739,Answer: B
2740,D
2741,D 
2742,A
2743,Answer: A
2744,Answer: D
2745,A
2746,Answer: D
2747,A
2748,A 
2749,C 
2750,A 
2751,C 
2752,Answer: A
2753,D 
2754,C
2755,A
2756,Answer: C
2757,C
2758,A
2759,Answer: C
2760,C
2761,Answer: B
2762,A 
2763,B
2764,Answer: C
2765,Answer: B
2766,B 
2767,Answer: B
2768,Answer: B
2769,A 
2770,D 
2771,D
2772,D
2773,Answer: A
2774,C 
2775,B 
2776,C
2777,Answer: B
2778,Answer: A
2779,A
2780,C 
2781,D
2782,A
2783,B
2784,B
2785,B 
2786,Answer: A
2787,Answer: C
2788,A
2789,A
2790,A 
2791,Answer: A
2792,B 
2793,Answer: C
2794,A
2795,A
2796,B
2797,C 
2798,A
2799,Answer: B
2800,Answer: D
2801,B 
2802,C
2803,B
2804,Answer: D
2805,None of the above
2806,Answer: A
2807,C
2808,D
2809,
2810,Answer: C
2811,D 
2812,Answer: A
2813,Answer: A
2814,D
2815,A
2816,Answer: C
2817,Answer: B
2818,D
2819,B
2820,A
2821,Answer: A
2822,Answer: D
2823,Answer: D
2824,B 
2825,A
2826,B
2827,D
2828,D
2829,D 
2830,A
2831,D
2832,Answer: B
2833,A
2834,Answer: A
2835,C 
2836,A
2837,D
2838,A
2839,A
2840,Answer: A
2841,
2842,B
2843,Answer: D
2844,Answer: D
2845,Answer: A
2846,A 
2847,
2848,A
2849,C
2850,A 
2851,A 
2852,D
2853,A
2854,D
2855,A
2856,A
2857,A 
2858,
2859,A 
2860,B 
2861,B
2862,Answer: A
2863,D
2864,A
2865,B
2866,A
2867,
2868,A 
2869,B 
2870,A
2871,D 
2872,A 
2873,A 
2874,A
2875,Answer: A
2876,B
2877,Answer: B
2878,Answer: A
2879,B
2880,A
2881,A
2882,Answer: B
2883,B
2884,D
2885,A 
2886,C 
2887,D
2888,A 
2889,B 
2890,Answer: D
2891,D
2892,A
2893,C
2894,A
2895,C
2896,Answer: A
2897,D
2898,A
2899,B
2900,B 
2901,D
2902,D
2903,B 
2904,A
2905,D 
2906,B 
2907,A
2908,Answer: C
2909,Answer: C
2910,D
2911,Answer: B
2912,
2913,D
2914,B 
2915,A
2916,A
2917,B 
2918,Answer: C
2919,Answer: C
2920,A 
2921,A 
2922,A
2923,D
2924,Answer: D
2925,A
2926,Answer: A
2927,A
2928,A
2929,A 
2930,A
2931,A 
2932,Answer: C
2933,Answer: B
2934,B
2935,Answer: B
2936,Answer: D
2937,A 
2938,Answer: A
2939,Answer: A
2940,C 
2941,A
2942,A
2943,B 
2944,A 
2945,Answer: C
2946,B
2947,A
2948,Answer: D
2949,Answer: A
2950,Answer: A
2951,D
2952,B
2953,Answer: A
2954,D
2955,B
2956,B
2957,Answer: A
2958,D 
2959,D
2960,D
2961,A
2962,D
2963,A
2964,D
2965,D 
2966,Answer: D
2967,A
2968,D
2969,B 
2970,A
2971,A
2972,A
2973,Answer: B
2974,Answer: C
2975,"proximal convoluted tubule, so the answer is B"
2976,D
2977,"Chemiosmosis, so the answer is B"
2978,Answer: B
2979,"temporary dipoles created by the position of electrons around the nuclei in a molecule, so the answer is A"
2980,A
2981,C
2982,Answer: A
2983,B 
2984,C 
2985,Answer: A
2986,A 
2987,C
2988,A
2989,B 
2990,Answer: A
2991,A
2992,A 
2993,Answer: A
2994,C 
2995,A 
2996,Answer: B
2997,B
2998,D 
2999,B 
3000,C
3001,B 
3002,B
3003,Answer: A
3004,B
3005,D
3006,Answer: A
3007,Answer: A
3008,C
3009,A
3010,D 
3011,A
3012,C
3013,B
3014,C
3015,B 
3016,Answer: C
3017,Answer: D
3018,C 
3019,D
3020,D
3021,Answer: C
3022,C
3023,D
3024,A
3025,D
3026,None of the above
3027,A
3028,A
3029,A 
3030,A
3031,Answer: A
3032,D
3033,C 
3034,B
3035,D 
3036,C
3037,D
3038,A 
3039,A
3040,B
3041,A
3042,Answer: D
3043,A
3044,C 
3045,Answer: B
3046,D
3047,D
3048,D
3049,A 
3050,Answer: B
3051,A
3052,Answer: A
3053,D 
3054,Not Sure
3055,B 
3056,A
3057,Answer: B
3058,C
3059,A
3060,A
3061,A
3062,Answer: B
3063,B
3064,Answer: A
3065,A
3066,B
3067,A
3068,C
3069,A 
3070,B
3071,Answer: A
3072,D 
3073,Answer: D
3074,Answer: D
3075,D
3076,C 
3077,Answer: C
3078,A 
3079,B
3080,B 
3081,B
3082,A
3083,C 
3084,A
3085,Answer: C
3086,D
3087,B
3088,D 
3089,B 
3090,A 
3091,Answer: A
3092,None of the above
3093,B
3094,Answer: D
3095,D
3096,Answer: D
3097,A
3098,A
3099,C
3100,B 
3101,A
3102,Answer: B
3103,A 
3104,B
3105,A 
3106,"Second order, so the answer is C"
3107,B 
3108,Answer: D
3109,A
3110,Answer: D
3111,A 
3112,A 
3113,B 
3114,B
3115,C 
3116,A 
3117,B 
3118,D
3119,B
3120,B
3121,Answer: A
3122,"1 and 2 because they both reduce copper ions, so the answer is C"
3123,D 
3124,A 
3125,Answer: B
3126,Answer: C
3127,C
3128,B
3129,C
3130,B
3131,A
3132,A 
3133,A
3134,A
3135,A
3136,C 
3137,C
3138,A
3139,B 
3140,C 
3141,C 
3142,C
3143,Not Sure
3144,D 
3145,Answer: D
3146,B
3147,C
3148,A
3149,Answer: B
3150,Answer: B
3151,Answer: C
3152,A 
3153,A 
3154,D
3155,A 
3156,Answer: A
3157,C
3158,A
3159,B 
3160,A
3161,C
3162,Answer: D
3163,Answer: A
3164,B 
3165,C
3166,A
3167,C 
3168,B
3169,A
3170,Answer: D
3171,D
3172,B
3173,B
3174,B 
3175,A
3176,Answer: C
3177,D 
3178,A
3179,B 
3180,Answer: C
3181,Answer: B
3182,Answer: C
3183,A
3184,Answer: A
3185,A 
3186,B 
3187,Answer: C
3188,B
3189,B
3190,Answer: A
3191,Answer: B
3192,B 
3193,Answer: A
3194,Answer: C
3195,B 
3196,A
3197,A 
3198,A 
3199,Answer: D
3200,A
3201,A
3202,C 
3203,B 
3204,B
3205,C
3206,D
3207,A 
3208,Answer: A
3209,Answer: D
3210,None of the above
3211,A
3212,A
3213,Answer: C
3214,A
3215,A
3216,C 
3217,B
3218,Answer: A
3219,Answer: B
3220,C 
3221,A
3222,Answer: B
3223,C 
3224,A
3225,A
3226,Answer: C
3227,B 
3228,C
3229,A
3230,B 
3231,C 
3232,A
3233,C
3234,Answer: B
3235,A 
3236,D
3237,A
3238,C
3239,Answer: D
3240,C 
3241,A 
3242,D 
3243,B
3244,Answer: B
3245,A 
3246,Answer: A
3247,D 
3248,A 
3249,A 
3250,Answer: D
3251,A
3252,A
3253,
3254,A 
3255,D
3256,A
3257,C
3258,C
3259,B 
3260,A
3261,D 
3262,A
3263,C 
3264,C
3265,B 
3266,C 
3267,A
3268,B
3269,A 
3270,C 
3271,Answer: A
3272,A 
3273,A 
3274,C 
3275,Answer: B
3276,B 
3277,Answer: C
3278,B 
3279,Answer: B
3280,A
3281,Answer: C
3282,C
3283,A
3284,D 
3285,A
3286,Answer: B
3287,C 
3288,A 
3289,A 
3290,C
3291,C
3292,Answer: A
3293,C
3294,A 
3295,
3296,Answer: D
3297,A
3298,Answer: A
3299,D
3300,Answer: A
3301,D 
3302,A 
3303,A
3304,Answer: A
3305,B
3306,B 
3307,A
3308,D 
3309,A
3310,A
3311,C 
3312,A 
3313,D
3314,A
3315,Answer: A
3316,A 
3317,C
3318,A 
3319,B 
3320,A 
3321,Answer: A
3322,A 
3323,Answer: D
3324,C 
3325,C 
3326,D
3327,
3328,C
3329,C 
3330,B
3331,Answer: A
3332,C
3333,Answer: A
3334,A
3335,D
3336,A
3337,B
3338,D
3339,A
3340,B 
3341,A
3342,Answer: A
3343,A
3344,Answer: B
3345,A
3346,D
3347,C
3348,Answer: A
3349,Answer: D
3350,A 
3351,Answer: B
3352,A 
3353,B
3354,C
3355,Answer: A
3356,D
3357,B
3358,D 
3359,A 
3360,A
3361,Answer: A
3362,C 
3363,A
3364,A
3365,A
3366,A
3367,A 
3368,Answer: A
3369,C
3370,C 
3371,B
3372,A 
3373,A
3374,A 
3375,Not Sure
3376,A
3377,B 
3378,D
3379,Answer: D
3380,A
3381,"David Hume, so the answer is D"
3382,C
3383,D
3384,A 
3385,Answer: C
3386,Answer: B
3387,C 
3388,Answer: A
3389,A 
3390,B
3391,Answer: D
3392,B
3393,C
3394,
3395,A 
3396,B
3397,C
3398,A 
3399,B 
3400,B 
3401,D 
3402,A
3403,B
3404,B 
3405,B 
3406,Answer: A
3407,B
3408,B
3409,A 
3410,B
3411,Answer: B
3412,A
3413,D 
3414,A 
3415,B
3416,
3417,D 
3418,Answer: A
3419,A 
3420,B
3421,Answer: A
3422,A
3423,A
3424,A
3425,C 
3426,Answer: B
3427,Answer: B
3428,C
3429,A
3430,C 
3431,Answer: C
3432,D
3433,D 
3434,A
3435,A 
3436,C
3437,A 
3438,A 
3439,B 
3440,D 
3441,Answer: C
3442,A
3443,A 
3444,B 
3445,Not Sure
3446,C
3447,B 
3448,A
3449,C
3450,B 
3451,A 
3452,A 
3453,D
3454,C
3455,A
3456,D
3457,Answer: A
3458,A
3459,Answer: A
3460,D
3461,A 
3462,A
3463,D
3464,A
3465,Answer: B
3466,C
3467,A 
3468,D 
3469,D
3470,Answer: D
3471,Answer: A
3472,A 
3473,B
3474,B 
3475,C
3476,A
3477,A 
3478,D
3479,C
3480,D
3481,Answer: B
3482,B
3483,Answer: C
3484,C
3485,A 
3486,D 
3487,Answer: A
3488,B 
3489,B
3490,Answer: B
3491,A
3492,D 
3493,A 
3494,A
3495,A
3496,A 
3497,A 
3498,D 
3499,Answer: B
3500,A
3501,D 
3502,C
3503,A
3504,Answer: B
3505,A
3506,Answer: A
3507,Answer: D
3508,A 
3509,C 
3510,D 
3511,B 
3512,C
3513,D
3514,B 
3515,A
3516,Answer: C
3517,B 
3518,A
3519,None of the above
3520,C 
3521,C
3522,Answer: B
3523,D 
3524,A 
3525,A
3526,Answer: D
3527,A 
3528,B 
3529,B
3530,Answer: C
3531,Answer: D
3532,Answer: A
3533,B
3534,Answer: D
3535,C
3536,A
3537,A
3538,D
3539,A 
3540,Answer: A
3541,A 
3542,Answer: D
3543,Answer: A
3544,Answer: D
3545,A
3546,C 
3547,Answer: C
3548,C
3549,Answer: B
3550,Answer: A
3551,A 
3552,Answer: D
3553,A
3554,D
3555,C
3556,B
3557,C
3558,A
3559,A 
3560,B
3561,B
3562,Not Sure
3563,C
3564,C
3565,A
3566,C
3567,Answer: D
3568,A
3569,Answer: A
3570,A 
3571,B
3572,D
3573,Answer: A
3574,A
3575,D
3576,A
3577,Answer: C
3578,Answer: D
3579,C
3580,B
3581,B
3582,C
3583,A 
3584,C
3585,B
3586,None of the above
3587,Answer: A
3588,A 
3589,B 
3590,Answer: A
3591,Answer: A
3592,A 
3593,C
3594,Answer: A
3595,C 
3596,A 
3597,Answer: C
3598,A
3599,Answer: C
3600,A 
3601,B
3602,D
3603,B
3604,D
3605,A 
3606,D
3607,B 
3608,D 
3609,A
3610,Answer: A
3611,A
3612,C
3613,C
3614,B
3615,D
3616,Answer: A
3617,D
3618,D
3619,Answer: A
3620,Answer: C
3621,A
3622,Answer: D
3623,C 
3624,A
3625,A
3626,B
3627,Answer: D
3628,Answer: A
3629,B 
3630,D 
3631,Answer: A
3632,B 
3633,B
3634,Answer: A
3635,B
3636,A
3637,D
3638,B 
3639,C
3640,A
3641,A
3642,Answer: A
3643,A
3644,B
3645,D
3646,B 
3647,B
3648,A
3649,A 
3650,Answer: A
3651,B
3652,
3653,B 
3654,C
3655,"A congressperson who retires to take a position teaching political science at a university, so the answer is A"
3656,Answer: A
3657,B 
3658,D
3659,D 
3660,D 
3661,B
3662,D 
3663,C 
3664,A 
3665,Answer: B
3666,D
3667,D
3668,Answer: D
3669,D 
3670,A 
3671,Answer: C
3672,D
3673,D 
3674,Answer: A
3675,Answer: B
3676,"creating insurmountable obstacles to the founding of factions, so the answer is A"
3677,A
3678,Answer: A
3679,Answer: D
3680,A 
3681,A 
3682,A
3683,C
3684,C 
3685,Answer: A
3686,B
3687,Answer: B
3688,A
3689,B 
3690,Answer: A
3691,Answer: A
3692,A 
3693,A
3694,B
3695,Answer: D
3696,Answer: A
3697,C
3698,B
3699,D
3700,A
3701,C 
3702,C
3703,A 
3704,A
3705,D 
3706,B 
3707,D
3708,B 
3709,A
3710,D 
3711,Answer: A
3712,Answer: B
3713,Answer: D
3714,Answer: A
3715,Answer: C
3716,A
3717,C
3718,C 
3719,A 
3720,A
3721,D
3722,D 
3723,Answer: C
3724,"judicial activism, so the answer is A"
3725,Answer: A
3726,B
3727,D
3728,D
3729,C 
3730,D
3731,None of the above
3732,A 
3733,C 
3734,B 
3735,B
3736,Answer: D
3737,B
3738,D
3739,Answer: A
3740,C 
3741,Answer: A
3742,D 
3743,A
3744,C
3745,B 
3746,D 
3747,D
3748,A
3749,A
3750,Answer: A
3751,A
3752,Answer: D
3753,D
3754,B 
3755,"voters select the winner by caucus instead of by individual ballots, so the answer is A"
3756,Answer: A
3757,A 
3758,Answer: A
3759,Answer: A
3760,A
3761,C
3762,B
3763,B
3764,C
3765,Answer: A
3766,C 
3767,A 
3768,D 
3769,A
3770,A
3771,A
3772,D
3773,C
3774,A 
3775,A 
3776,A
3777,D 
3778,Answer: C
3779,Answer: D
3780,Answer: A
3781,B
3782,A 
3783,C
3784,Answer: A
3785,Answer: A
3786,Answer: D
3787,A
3788,A
3789,C 
3790,Answer: B
3791,D
3792,B 
3793,A
3794,D 
3795,A
3796,C
3797,Answer: D
3798,A
3799,Answer: D
3800,A
3801,D
3802,A
3803,C 
3804,A 
3805,D 
3806,A
3807,C 
3808,B
3809,A 
3810,D
3811,B 
3812,Answer: A
3813,Answer: B
3814,"Fifty-one percent, so the answer is B"
3815,A 
3816,A
3817,B
3818,A
3819,D 
3820,A
3821,D
3822,D 
3823,A
3824,
3825,A
3826,C
3827,A 
3828,Answer: D
3829,D
3830,A 
3831,A 
3832,A
3833,Answer: A
3834,D
3835,C
3836,B
3837,B 
3838,B
3839,A
3840,A
3841,A
3842,B 
3843,B
3844,Answer: D
3845,D 
3846,D
3847,A 
3848,Answer: A
3849,Answer: D
3850,Answer: D
3851,Answer: D
3852,B
3853,Answer: B
3854,D
3855,A 
3856,B
3857,A
3858,D
3859,A
3860,Answer: A
3861,Answer: A
3862,B
3863,Answer: D
3864,A
3865,A
3866,B 
3867,B
3868,A
3869,Answer: D
3870,A
3871,D
3872,A
3873,B
3874,A
3875,C 
3876,D 
3877,Answer: C
3878,Answer: D
3879,A 
3880,D 
3881,D
3882,C
3883,A 
3884,B 
3885,B
3886,C 
3887,D 
3888,
3889,A
3890,Answer: A
3891,B 
3892,A 
3893,Answer: C
3894,D
3895,A 
3896,Answer: B
3897,B
3898,D
3899,
3900,A
3901,Answer: D
3902,Answer: A
3903,A
3904,A 
3905,B
3906,C 
3907,A
3908,A 
3909,Answer: D
3910,C
3911,A 
3912,Answer: D
3913,A
3914,Answer: B
3915,A 
3916,
3917,Answer: B
3918,C
3919,C 
3920,Answer: C
3921,A 
3922,B
3923,B
3924,B
3925,A
3926,None of the above
3927,C
3928,C 
3929,C
3930,Answer: C
3931,B
3932,Answer: B
3933,C
3934,D 
3935,A
3936,Answer: C
3937,D
3938,A
3939,D
3940,None of the above
3941,D
3942,C 
3943,Answer: B
3944,A
3945,Answer: A
3946,D 
3947,Answer: A
3948,A
3949,Answer: A
3950,A 
3951,D 
3952,A 
3953,B
3954,Answer: D
3955,Answer: B
3956,B
3957,A 
3958,A
3959,D
3960,None of the above
3961,D 
3962,B 
3963,B
3964,Answer: D
3965,Answer: D
3966,Answer: C
3967,B 
3968,Answer: D
3969,A 
3970,A 
3971,
3972,Answer: B
3973,B
3974,A 
3975,C
3976,A 
3977,A 
3978,D
3979,D
3980,Answer: A
3981,Answer: B
3982,Answer: D
3983,A
3984,D 
3985,Answer: A
3986,A
3987,Answer: C
3988,
3989,A
3990,C
3991,Answer: B
3992,A
3993,A 
3994,D
3995,Answer: A
3996,A 
3997,Answer: C
3998,D
3999,Answer: B
4000,D 
4001,Answer: C
4002,A 
4003,A
4004,Answer: C
4005,A 
4006,B
4007,D
4008,B
4009,A
4010,D 
4011,A
4012,A
4013,Answer: A
4014,B 
4015,Answer: B
4016,A
4017,B
4018,A 
4019,A
4020,A
4021,D 
4022,D
4023,Answer: A
4024,B
4025,Answer: C
4026,A
4027,D
4028,Answer: A
4029,B
4030,D
4031,A
4032,Answer: C
4033,D
4034,A 
4035,A
4036,Answer: D
4037,A
4038,A
4039,Answer: B
4040,Answer: D
4041,A 
4042,C 
4043,B
4044,A 
4045,D 
4046,B 
4047,B
4048,B 
4049,A
4050,C 
4051,D
4052,Answer: B
4053,A 
4054,Answer: C
4055,A
4056,D 
4057,C
4058,D
4059,D
4060,A 
4061,C 
4062,Answer: A
4063,A
4064,D
4065,A 
4066,A 
4067,A 
4068,Answer: C
4069,C
4070,A 
4071,A 
4072,A 
4073,B
4074,A 
4075,A 
4076,D
4077,Answer: C
4078,Answer: D
4079,A
4080,Answer: C
4081,D
4082,D
4083,B
4084,Answer: A
4085,A
4086,Answer: D
4087,D
4088,D
4089,B 
4090,A 
4091,C 
4092,C
4093,A 
4094,A
4095,Answer: D
4096,Answer: A
4097,C
4098,Answer: D
4099,A
4100,Answer: D
4101,D
4102,A 
4103,C
4104,Answer: C
4105,A 
4106,A
4107,Answer: A
4108,A
4109,D
4110,A
4111,A
4112,Answer: C
4113,A
4114,D
4115,Answer: A
4116,Answer: B
4117,Answer: D
4118,A
4119,A
4120,A 
4121,A
4122,C
4123,B 
4124,Answer: A
4125,Answer: B
4126,B 
4127,Answer: A
4128,A
4129,Answer: B
4130,A
4131,A
4132,Answer: B
4133,Answer: A
4134,D
4135,Answer: B
4136,A
4137,D 
4138,Answer: D
4139,
4140,D
4141,D 
4142,A
4143,B
4144,C 
4145,A 
4146,Answer: A
4147,D
4148,B 
4149,Answer: B
4150,B
4151,A
4152,B
4153,D 
4154,C
4155,A
4156,D
4157,Answer: A
4158,B
4159,A 
4160,C
4161,Answer: D
4162,D 
4163,D
4164,A
4165,A
4166,D
4167,A 
4168,C
4169,D
4170,A
4171,Answer: A
4172,B 
4173,A 
4174,A
4175,D
4176,D
4177,Answer: A
4178,C 
4179,D
4180,A 
4181,A
4182,D
4183,A
4184,A 
4185,Answer: C
4186,Answer: A
4187,A
4188,Answer: C
4189,A
4190,B
4191,A 
4192,D
4193,B
4194,A 
4195,B 
4196,B 
4197,Answer: A
4198,A
4199,Answer: A
4200,Answer: A
4201,C
4202,B 
4203,A
4204,B 
4205,B
4206,A 
4207,A
4208,B 
4209,A
4210,Answer: D
4211,D 
4212,C
4213,B 
4214,Answer: A
4215,D 
4216,D
4217,B 
4218,B
4219,Answer: B
4220,B 
4221,D
4222,Answer: C
4223,C 
4224,D
4225,D
4226,B 
4227,A
4228,A
4229,A
4230,A
4231,Answer: A
4232,C
4233,A 
4234,Answer: A
4235,Answer: A
4236,C
4237,B
4238,Answer: D
4239,None of the above
4240,D
4241,B
4242,A 
4243,Answer: D
4244,A
4245,B 
4246,A
4247,B 
4248,
4249,Answer: B
4250,Answer: D
4251,B
4252,A 
4253,C
4254,D 
4255,Answer: C
4256,A
4257,Answer: A
4258,B 
4259,A
4260,Answer: D
4261,A
4262,A 
4263,D
4264,C 
4265,Answer: C
4266,A
4267,A
4268,A
4269,
4270,A
4271,C 
4272,A 
4273,D 
4274,A 
4275,A 
4276,A
4277,Answer: B
4278,D
4279,A 
4280,B
4281,C
4282,Answer: C
4283,Answer: A
4284,Answer: B
4285,B
4286,B
4287,C
4288,A
4289,B
4290,A
4291,D 
4292,C
4293,B
4294,C
4295,B
4296,Answer: D
4297,A 
4298,A
4299,B
4300,A
4301,Answer: A
4302,A
4303,D 
4304,D
4305,B
4306,C
4307,Answer: B
4308,Answer: B
4309,A 
4310,A 
4311,D 
4312,D
4313,B
4314,D
4315,Answer: A
4316,A
4317,C 
4318,Answer: B
4319,Answer: A
4320,Answer: A
4321,D
4322,A
4323,Answer: A
4324,Answer: A
4325,B
4326,B
4327,A 
4328,B 
4329,A 
4330,
4331,D
4332,A 
4333,A
4334,B
4335,C
4336,A
4337,A
4338,C 
4339,Answer: C
4340,A
4341,A
4342,D
4343,Answer: A
4344,C
4345,C
4346,A
4347,B
4348,B
4349,A
4350,Answer: A
4351,Answer: A
4352,D
4353,B
4354,Answer: A
4355,C 
4356,C
4357,A
4358,A
4359,B
4360,D
4361,B 
4362,B
4363,B
4364,Answer: B
4365,B 
4366,Answer: B
4367,Answer: A
4368,A
4369,B 
4370,Answer: A
4371,A
4372,A 
4373,A
4374,A 
4375,C 
4376,D 
4377,B
4378,C 
4379,C
4380,"13, so the answer is C"
4381,B
4382,A 
4383,C
4384,D 
4385,Answer: D
4386,B
4387,A
4388,A
4389,B
4390,B
4391,Answer: C
4392,A 
4393,D
4394,Answer: B
4395,Answer: B
4396,Answer: B
4397,Answer: B
4398,D
4399,A
4400,B
4401,A 
4402,C
4403,Answer: C
4404,A 
4405,A 
4406,Answer: B
4407,D
4408,A 
4409,D 
4410,Answer: A
4411,B
4412,Answer: C
4413,C
4414,A
4415,Answer: C
4416,Answer: B
4417,Answer: A
4418,Answer: B
4419,A
4420,B 
4421,C
4422,Answer: A
4423,C 
4424,A
4425,A
4426,A
4427,"(–3, 2), so the answer is C"
4428,A
4429,A
4430,D 
4431,B 
4432,A
4433,D
4434,A 
4435,C 
4436,A
4437,A
4438,C
4439,C
4440,A
4441,A
4442,D
4443,B
4444,D
4445,D 
4446,A 
4447,B
4448,Answer: A
4449,B 
4450,B 
4451,A
4452,D 
4453,Answer: C
4454,A 
4455,B
4456,C
4457,B 
4458,A
4459,Answer: A
4460,A
4461,C
4462,D 
4463,B 
4464,Answer: A
4465,Answer: A
4466,Answer: A
4467,Answer: A
4468,A
4469,Answer: B
4470,Answer: C
4471,A
4472,Answer: A
4473,C 
4474,D
4475,Answer: C
4476,A
4477,A
4478,Answer: A
4479,D
4480,B 
4481,Answer: B
4482,B
4483,B 
4484,A 
4485,B
4486,B 
4487,A
4488,A
4489,A 
4490,A 
4491,Answer: D
4492,A
4493,Answer: A
4494,Answer: A
4495,B 
4496,D
4497,A 
4498,A
4499,C 
4500,Answer: B
4501,A 
4502,Answer: D
4503,D
4504,D 
4505,C
4506,D 
4507,B
4508,A 
4509,C
4510,D 
4511,A 
4512,B
4513,A
4514,A
4515,D
4516,Answer: B
4517,A
4518,A 
4519,A 
4520,A
4521,B
4522,Answer: B
