question_id,result
2162,A
2163,A 
2164,B
2165,B
2166,
2167,C
2168,Answer: A
2169,A 
2170,"2 over 5 and 4 over 25, so the answer is C"
2171,A
2172,B
2173,Answer: D
2174,B
2175,Answer: C
2176,B
2177,C
2178,A
2179,A
2180,D
2181,A
2182,A
2183,C
2184,B
2185,B
2186,B
2187,D
2188,Answer: B
2189,B
2190,C
2191,Answer: C
2192,"16, so the answer is B"
2193,C
2194,D
2195,D
2196,D 
2197,D
2198,A
2199,C
2200,Answer: A
2201,C
2202,B
2203,B
2204,Answer: C
2205,D
2206,C 
2207,D
2208,A 
2209,B
2210,C
2211,D
2212,Answer: C
2213,C
2214,Answer: B
2215,"n =7+4, so the answer is A"
2216,B
2217,A
2218,Answer: C
2219,D
2220,D 
2221,C 
2222,A
2223,None of the above
2224,C
2225,"8 over 12, so the answer is A"
2226,D
2227,Answer: D
2228,D
2229,B
2230,B
2231,Answer: D
2232,B
2233,Answer: A
2234,C
2235,C
2236,A
2237,A
2238,B
2239,A
2240,Not Sure
2241,C
2242,C
2243,B 
2244,A
2245,A
2246,Not Sure
2247,B
2248,A
2249,C
2250,Answer: A
2251,D
2252,B 
2253,A
2254,B
2255,D 
2256,B
2257,Answer: D
2258,A
2259,C
2260,B
2261,B
2262,B
2263,D
2264,D
2265,A
2266,B
2267,C
2268,A 
2269,Answer: C
2270,B
2271,Answer: D
2272,A
2273,Answer: D
2274,"32, so the answer is C"
2275,A
2276,D 
2277,Answer: D
2278,D
2279,"$34.70 , so the answer is B"
2280,A
2281,C 
2282,Not Sure
2283,B
2284,Answer: C
2285,D
2286,D
2287,"(467 × 7) – (215 × 3), so the answer is D"
2288,None of the above
2289,C
2290,"−36, so the answer is D"
2291,Answer: A
2292,Answer: D
2293,B
2294,C
2295,D
2296,C
2297,C
2298,B
2299,"1.15, so the answer is A"
2300,Answer: B
2301,Answer: A
2302,"158, so the answer is A"
2303,D
2304,A
2305,"393 ÷ 3, so the answer is D"
2306,B
2307,C
2308,B
2309,B
2310,Answer: D
2311,B 
2312,A
2313,C 
2314,D
2315,D
2316,Answer: A
2317,"(x • 4) – 22, so the answer is D"
2318,B
2319,B
2320,D
2321,B
2322,D
2323,B
2324,D 
2325,Answer: C
2326,D
2327,"22 words per minute, so the answer is C"
2328,D 
2329,D
2330,D
2331,B
2332,Not Sure
2333,A 
2334,D
2335,C
2336,Answer: A
2337,C
2338,Answer: D
2339,B
2340,Answer: A
2341,D 
2342,C
2343,A
2344,Answer: C
2345,D
2346,C 
2347,Answer: B
2348,B
2349,D 
2350,C
2351,B
2352,Answer: C
2353,Answer: D
2354,A 
2355,Answer: A
2356,Answer: A
2357,A
2358,A
2359,D
2360,C
2361,A
2362,C
2363,B
2364,D
2365,C
2366,Answer: C
2367,"$29.25 , so the answer is C"
2368,D
2369,Answer: A
2370,C
2371,A
2372,D
2373,B
2374,B
2375,D
2376,D
2377,D
2378,C
2379,C
2380,C
2381,D 
2382,B
2383,B 
2384,A
2385,B
2386,
2387,Answer: D
2388,A
2389,B
2390,A
2391,D 
2392,A
2393,A
2394,C
2395,C
2396,A
2397,C 
2398,C
2399,A
2400,D
2401,D
2402,A
2403,D
2404,Answer: D
2405,C
2406,C
2407,A
2408,"5-Jan, so the answer is B"
2409,A
2410,A
2411,D
2412,C
2413,B
2414,Answer: C
2415,"C =8π, so the answer is B"
2416,D
2417,Answer: B
2418,C
2419,Answer: A
2420,D
2421,Answer: A
2422,B
2423,C
2424,B
2425,Answer: A
2426,C
2427,B
2428,Answer: D
2429,None of the above
2430,B
2431,B
2432,C
2433,Answer: D
2434,B
2435,D 
2436,Answer: D
2437,B
2438,D
2439,D
2440,C
2441,C
2442,B
2443,Answer: D
2444,A
2446,A
2447,B
2448,D
2449,D
2450,Answer: B
2451,B 
2452,Answer: D
2453,A
2454,"Contradictory, so the answer is B"
2455,A
2456,A
2457,D
2458,B
2459,D
2460,D
2461,B
2462,B
2463,D
2464,C
2465,B
2466,C
2467,D
2468,Answer: B
2469,Answer: C
2470,A 
2471,D
2472,A
2473,C
2474,Answer: D
2475,D
2477,C
2478,C
2479,Answer: B
2480,Answer: D
2481,B
2482,D
2483,Answer: A
2484,A
2485,Answer: C
2486,A 
2487,Answer: A
2488,Not Sure
2489,D
2490,A
2491,A
2492,Answer: D
2493,B
2494,A
2495,D
2496,D 
2497,B
2498,D
2499,"Contradictory, so the answer is B"
2500,
2501,B
2502,D
2503,C
2504,A
2505,D
2506,"Ea • Ec, so the answer is A"
2507,D
2508,D
2509,Answer: D
2510,A
2511,C
2512,Answer: A
2513,D
2514,Answer: C
2515,"[L ⊃ (B ∨ D)] • H, so the answer is B"
2516,D
2517,D
2518,D
2519,Answer: C
2520,"(∃x)[(Cx • Px) • (∃y)(Ay • Nxy)], so the answer is B"
2521,C
2522,C
2523,D
2524,Answer: B
2525,None of the above
2526,Answer: B
2527,None of the above
2528,Answer: B
2529,D
2530,D
2531,A
2532,B
2533,D
2534,Answer: A
2535,B
2536,Answer: B
2537,
2538,D
2539,B
2540,C
2541,B
2542,C
2543,D
2544,A
2545,A
2546,D
2547,Answer: D
2548,A
2549,C
2550,A 
2551,D
2552,D
2553,"(∀x)(Fx ∨ Sx), so the answer is C"
2554,Answer: B
2555,A
2556,A
2557,Answer: C
2558,A
2559,Answer: C
2560,D
2561,C
2562,A 
2563,A
2564,A
2565,D
2566,B
2567,A
2568,C
2569,C
2570,"About $3k, so the answer is B"
2571,D
2572,D
2573,Answer: C
2574,B 
2575,C
2576,C 
2577,C
2578,Answer: B
2579,D
2580,"25%, so the answer is D"
2581,Answer: B
2582,A
2583,Answer: B
2584,B
2585,Answer: A
2586,"82%, so the answer is C"
2587,Answer: C
2588,Answer: B
2589,B
2590,A
2591,Answer: C
2592,A
2593,Answer: D
2594,D
2595,D
2596,Answer: C
2597,D 
2598,C
2599,C
2600,A
2601,"51%, so the answer is B"
2602,Not Sure
2603,D
2604,D
2605,B
2606,B 
2607,Answer: D
2608,Answer: C
2609,B
2610,A
2611,D
2612,A
2613,C
2614,C
2615,
2616,Answer: B
2617,C
2618,B
2619,A
2620,B
2621,B 
2622,B
2623,Answer: C
2624,B
2625,D
2626,D
2627,A
2628,C
2629,C
2630,C
2631,B
2632,Answer: C
2633,D 
2634,C
2635,A
2636,B
2637,C
2638,C
2639,Answer: D
2640,A
2641,B 
2642,C
2643,C
2644,
2645,C
2646,A
2647,
2648,A
2649,C
2650,C
2651,Answer: A
2652,B 
2653,A
2654,B 
2655,D
2656,C
2657,C
2658,Answer: B
2659,D
2660,B
2661,C
2662,B
2663,A
2664,D
2665,B 
2666,A 
2667,C
2668,C
2669,A
2670,A
2671,Answer: B
2672,Answer: A
2673,C
2674,C
2675,C
2676,B
2677,A
2678,C
2679,B
2680,
2681,B
2682,D 
2683,B
2684,
2685,D
2686,B 
2687,B
2688,Answer: B
2689,Answer: D
2690,C
2691,Answer: A
2692,C
2693,B
2694,Answer: C
2695,C
2696,C 
2697,C
2698,C
2699,D
2700,B 
2701,A
2702,Answer: C
2703,D
2704,B
2705,B 
2706,D
2707,Answer: D
2708,Answer: B
2709,"Divergent evolution, so the answer is A"
2710,C
2711,D
2712,Answer: C
2713,D
2714,C 
2715,Answer: D
2716,Not Sure
2717,Answer: B
2718,C
2719,D
2720,A
2721,Answer: A
2722,D
2723,Answer: A
2724,C
2725,C
2726,B
2727,C
2728,D
2729,C
2730,Answer: D
2731,A
2732,Answer: C
2733,
2734,"repolarization, so the answer is B"
2735,C
2736,C
2737,B
2738,A
2739,B
2740,D
2741,Answer: B
2742,A
2743,D 
2744,Answer: D
2745,D
2746,
2747,C
2748,D 
2749,C
2750,B
2751,A
2752,C
2753,"meiosis, so the answer is D"
2754,"The traits for black and white color demonstrate incomplete dominance., so the answer is C"
2755,C
2756,D
2757,"more recently they shared a common ancestor., so the answer is C"
2758,Answer: A
2759,A
2760,"mutualism., so the answer is B"
2761,C
2762,A
2763,B
2764,Answer: C
2765,C
2766,B
2767,D
2768,B
2769,Answer: C
2770,C 
2771,D
2772,Answer: D
2773,D
2774,Answer: C
2775,"The bag will remain the exact same size because no water will move at all., so the answer is C"
2776,C
2777,B 
2778,A
2779,D
2780,C
2781,B
2782,"All organisms use essentially the same genetic code., so the answer is B"
2783,B
2784,B 
2785,B
2786,A
2787,Answer: B
2788,D
2789,A
2790,B
2791,B
2792,D
2793,C
2794,C
2795,A
2796,A
2797,A 
2798,D
2799,C
2800,D
2801,B
2802,C
2803,"H+ would increase inside the intermembrane space (the compartment between inner and outer membranes)., so the answer is B"
2804,D
2805,"Ribosomes, so the answer is A"
2806,C
2807,C
2808,Answer: D
2809,A
2810,C 
2811,D
2812,C
2813,A
2814,Not Sure
2815,A
2816,Answer: B
2817,Answer: B
2818,D
2819,B
2820,A
2821,Answer: A
2822,B
2823,D
2824,B
2825,A
2826,B 
2827,D
2828,D
2829,D 
2830,Answer: B
2831,"an overarching explanation, supported by much evidence, for how populations change over time., so the answer is D"
2832,
2833,D
2834,B
2835,Answer: C
2836,Answer: C
2837,B
2838,
2839,D
2840,Answer: A
2841,C
2842,B
2843,Answer: B
2844,C
2845,C
2846,B
2847,B
2848,A
2849,
2850,A
2851,A
2852,Answer: D
2853,Answer: D
2854,B
2855,C 
2856,A
2857,C
2858,D
2859,C
2860,
2861,A
2862,A
2863,D
2864,A
2865,B
2866,A
2867,B
2868,A
2869,Not Sure
2870,D
2871,Answer: C
2872,D 
2873,B
2874,A 
2875,D
2876,B
2877,Answer: B
2878,A
2879,B
2880,C
2881,C
2882,B
2883,C
2884,D
2885,C
2886,C
2887,D
2888,A
2889,B 
2890,D 
2891,D
2892,D
2893,Answer: C
2894,
2895,C
2896,Answer: D
2897,A 
2898,B
2899,A
2900,B
2901,D
2902,D
2903,None of the above
2904,Answer: D
2905,A
2906,B
2907,
2908,"lacks blood vessels and nerves, so the answer is C"
2909,C
2910,D 
2911,Answer: B
2912,Answer: B
2913,"Flipper of a cetacean, so the answer is D"
2914,B
2915,D 
2916,Answer: B
2917,
2918,C 
2919,C 
2920,B
2921,D 
2922,C
2923,Answer: D
2924,D
2925,Answer: C
2926,Answer: D
2927,A
2928,
2929,C
2930,A
2931,A
2932,B
2933,B
2934,Answer: A
2935,Answer: D
2936,D
2937,A
2938,Answer: C
2939,A
2940,A
2941,A
2942,Answer: A
2943,B
2944,A
2945,B
2946,Answer: B
2947,A
2948,Not Sure
2949,C
2950,Answer: D
2951,D
2952,"Biogeography, so the answer is B"
2953,A
2954,D
2955,B
2956,B 
2957,A
2958,Answer: D
2959,A
2960,D
2961,D 
2962,D
2963,C 
2964,D
2965,D
2966,B
2967,Answer: A
2968,D
2969,B
2970,D
2971,B
2972,"It allows the farmer to plant the crops with the greatest demand in the marketplace., so the answer is A"
2973,Answer: B
2974,C
2975,
2976,D 
2977,B
2978,C
2979,D
2980,A 
2981,D
2982,"Ag+(aq) + Br-(aq) → AgBr(s), so the answer is A"
2983,Answer: B
2984,D 
2985,D
2986,Answer: B
2987,Answer: B
2988,A
2989,C
2990,"PCl5, so the answer is B"
2991,C
2992,
2993,A 
2994,C
2995,B
2996,B
2997,B
2998,B
2999,Answer: C
3000,A
3001,C
3002,Answer: B
3003,Answer: B
3004,Not Sure
3005,"CO2, so the answer is C"
3006,A
3007,B
3008,C
3009,A
3010,Answer: D
3011,D
3012,D
3013,C
3014,Not Sure
3015,B
3016,
3017,D
3018,B
3019,"Calcium, cesium, so the answer is C"
3020,D
3021,C 
3022,Answer: C
3023,Answer: C
3024,
3025,Answer: D
3026,D
3027,C
3028,Answer: A
3029,B
3030,A
3031,C
3032,Answer: B
3033,C 
3034,B
3035,
3036,C
3037,D
3038,B
3039,A
3040,B
3041,D
3042,A
3043,D
3044,C
3045,D
3046,D 
3047,D
3048,D
3049,B
3050,B
3051,D 
3052,Answer: C
3053,D
3054,C
3055,A
3056,Answer: B
3057,B 
3058,C 
3059,Answer: B
3060,C
3061,Answer: D
3062,B
3063,B
3064,B
3065,
3066,A
3067,D
3068,C
3069,C
3070,Answer: B
3071,Answer: D
3072,
3073,C
3074,D
3075,D
3076,D
3077,C
3078,Answer: A
3079,B
3080,D
3081,C
3082,Answer: A
3083,C
3084,A
3085,C
3086,B
3087,A
3088,D
3089,Answer: C
3090,A
3091,Answer: D
3092,Answer: C
3093,B
3094,Answer: D
3095,A
3096,B
3097,
3098,B 
3099,Answer: C
3100,B
3101,D
3102,B
3103,A
3104,C
3105,D
3106,
3107,B
3108,C
3109,D
3110,D
3111,D
3112,Not Sure
3113,B
3114,A
3115,Answer: D
3116,A
3117,C
3118,D
3119,
3120,B
3121,C 
3122,C
3123,D
3124,D 
3125,A
3126,B
3127,C
3128,B
3129,Answer: C
3130,D
3131,D
3132,B
3133,A
3134,C
3135,Answer: B
3136,Answer: C
3137,C
3138,C 
3139,B
3140,Answer: A
3141,C
3142,Answer: B
3143,B
3144,D
3145,B
3146,B
3147,Answer: C
3148,D
3149,A
3150,A 
3151,A
3152,A
3153,A
3154,D
3155,D
3156,A
3157,D
3158,"186 pm, 496 kJ/mol, so the answer is A"
3159,B
3160,D
3161,A
3162,C
3163,B
3164,Answer: B
3165,"0.0125 g, so the answer is C"
3166,Answer: D
3167,C
3168,B
3169,A
3170,D
3171,D
3172,A
3173,B
3174,B
3175,C
3176,C
3177,A
3178,D
3179,Answer: B
3180,C 
3181,C
3182,C
3183,A
3184,Answer: A
3185,Answer: C
3186,B
3187,C
3188,B
3189,Answer: B
3190,B
3191,B
3192,B
3193,C
3194,C
3195,B
3196,Answer: B
3197,A
3198,A
3199,D
3200,D
3201,Answer: C
3202,C 
3203,D 
3204,D
3205,Answer: D
3206,D
3207,C
3208,A
3209,None of the above
3210,Answer: D
3211,
3212,A
3213,C
3214,Answer: D
3215,B
3216,C
3217,Not Sure
3218,"1001 0111, so the answer is B"
3219,C
3220,D
3221,Answer: A
3222,D
3223,C
3224,A
3225,B
3226,A
3227,B
3228,C
3229,C
3230,Answer: B
3231,C
3232,A
3233,C
3234,A
3235,D
3236,D
3237,A
3238,D
3239,Answer: A
3240,Answer: C
3241,A
3242,"1, so the answer is A"
3243,A
3244,"Decimal 11, Binary 1100, Hexadecimal D, so the answer is B"
3245,D
3246,A
3247,D
3248,"Neither algorithm will correctly identify the maximum value when the input contains both positive and negative input values., so the answer is D"
3249,Answer: C
3250,Answer: D
3251,Answer: D
3252,B
3253,C
3254,C 
3255,D 
3256,C
3257,B
3258,
3259,B
3260,C
3261,Answer: A
3262,B 
3263,C
3264,C
3265,"0, so the answer is C"
3266,C
3267,D
3268,B
3269,A
3270,"{1,2,3,4}, so the answer is C"
3271,A
3272,A
3273,A
3274,Answer: C
3275,Answer: D
3276,Answer: B
3277,C
3278,Answer: D
3279,B
3280,D
3281,D
3282,C
3283,A
3284,D
3285,A
3286,"that Germany provided the ultimate framework for modern warfare, so the answer is D"
3287,C
3288,C
3289,B
3290,
3291,C
3292,D
3293,B
3294,C
3295,B
3296,D
3297,D
3298,A
3299,D
3300,A
3301,A
3302,Not Sure
3303,Answer: A
3304,A
3305,B
3306,"Finland, so the answer is B"
3307,C
3308,A
3309,Answer: A
3310,Answer: A
3311,C 
3312,B
3313,B
3314,"Calvinists believed that the state is absolutely subordinate to the religious organization., so the answer is A"
3315,B
3316,D
3317,C
3318,C
3319,B
3320,B
3321,D
3322,A
3323,D
3324,C
3325,C
3326,Answer: D
3327,Answer: A
3328,Answer: C
3329,
3330,C
3331,A
3332,C
3333,A
3334,Answer: A
3335,"prior to 1598, France was stricken with religious conflict, so the answer is D"
3336,C
3337,Answer: B
3338,D
3339,A
3340,Answer: D
3341,Answer: D
3342,A
3343,C
3344,B
3345,D 
3346,D
3347,C
3348,Answer: B
3349,D
3350,A
3351,A
3352,Answer: D
3353,C
3354,B
3355,C
3356,D
3357,B
3358,A
3359,D 
3360,Answer: A
3361,A
3362,B
3363,A
3364,Answer: D
3365,Answer: B
3366,A
3367,"previously held a peace agreement that expired in 1926, so the answer is D"
3368,C
3369,C
3370,C
3371,B
3372,Answer: A
3373,B
3374,D
3375,Answer: B
3376,C 
3377,"The dissemination of liberal ideas by the media and the sharing of nationalist or liberal ideas at the university in the classroom or in secret., so the answer is B"
3378,D
3379,"The humiliating defeat of Russia during the First World War had led to his rise to power and he knew another defeat would spell his doom., so the answer is D"
3380,Answer: B
3381,Answer: D
3382,Answer: C
3383,A
3384,B
3385,C
3386,
3387,Answer: C
3388,B
3389,Answer: A
3390,B
3391,B 
3392,Answer: B
3393,B
3394,Answer: A
3395,D
3396,B
3397,"Low taxes on the peasants and middle class, so the answer is C"
3398,Answer: A
3399,Answer: D
3400,B
3401,C
3402,Answer: C
3403,B
3404,Answer: C
3405,B 
3406,A
3407,C
3408,C
3409,A
3410,A 
3411,B
3412,
3413,C
3414,A
3415,A 
3416,
3417,Not Sure
3418,D
3419,D
3420,B
3421,"Humanism, so the answer is A"
3422,B
3423,Answer: C
3424,C
3425,B
3426,C
3427,B
3428,C
3429,D 
3430,Answer: C
3431,C
3432,D
3433,D 
3434,Answer: D
3435,B
3436,Answer: C
3437,Answer: C
3438,C
3439,B
3440,Not Sure
3441,D 
3442,A
3443,"the Bolsheviks' need to end the Russian war effort in order to consolidate their revolutionary gains, so the answer is A"
3444,C
3445,C 
3446,Answer: C
3447,B
3448,Answer: D
3449,C
3450,
3451,D
3452,"overcrowding., so the answer is D"
3453,C
3454,Answer: C
3455,A
3456,D
3457,Answer: A
3458,B
3459,A
3460,D
3461,Answer: B
3462,
3463,D 
3464,Answer: D
3465,B
3466,"a formal region., so the answer is A"
3467,Answer: D
3468,D
3469,D
3470,D
3471,
3472,Answer: A
3473,
3474,D
3475,None of the above
3476,A
3477,A
3478,Answer: D
3479,C 
3480,C
3481,A
3482,C
3483,C 
3484,C
3485,D
3486,D
3487,None of the above
3488,B
3489,B
3490,A
3491,A
3492,D
3493,A
3494,Answer: A
3495,D 
3496,B
3497,A
3498,None of the above
3499,C
3500,Not Sure
3501,Answer: B
3502,Answer: C
3503,A
3504,"Tolerant complaisant citizens, so the answer is D"
3505,C
3506,Answer: B
3507,D 
3508,D
3509,Answer: B
3510,Answer: D
3511,B
3512,B
3513,Answer: C
3514,B
3515,A
3516,C
3517,"Shiite, so the answer is B"
3518,A
3519,D
3520,C
3521,C
3522,B
3523,D
3524,D
3525,Answer: A
3526,Answer: B
3527,Answer: C
3528,"The end of the Cold War, so the answer is B"
3529,Answer: B
3530,C
3531,D
3532,D
3533,Answer: C
3534,Answer: D
3535,Answer: B
3536,A
3537,C
3538,
3539,C
3540,C
3541,C
3542,D
3543,D
3544,A
3545,B
3546,Answer: C
3547,C
3548,C
3549,B
3550,D
3551,Answer: D
3552,D
3553,Answer: A
3554,D
3555,C
3556,B
3557,C
3558,A
3559,"Green Revolution., so the answer is D"
3560,D
3561,B
3562,"Oklahoma and the Southwest—Native Americans, so the answer is B"
3563,C
3564,A
3565,D
3566,C
3567,A 
3568,D
3569,Answer: A
3570,Answer: C
3571,D
3572,D
3573,D
3574,C 
3575,C
3576,D
3577,B
3578,D
3579,B
3580,B
3581,Answer: A
3582,Answer: C
3583,D
3584,C
3585,B
3586,D
3587,D
3588,B
3589,B
3590,Answer: B
3591,A 
3592,D
3593,
3594,A
3595,C 
3596,A
3597,D 
3598,A
3599,C
3600,Answer: D
3601,Not Sure
3602,Answer: D
3603,Answer: B
3604,D
3605,B
3606,D
3607,B
3608,C
3609,A
3610,C
3611,"atmospheric pressure, so the answer is A"
3612,Answer: C
3613,Answer: A
3614,D
3615,D
3616,A
3617,Answer: D
3618,D
3619,A
3620,Answer: C
3621,C 
3622,"gravity., so the answer is D"
3623,C
3624,B
3625,Answer: A
3626,C
3627,D 
3628,B
3629,B
3630,"Decreased dependency on cars, so the answer is D"
3631,A
3632,B
3633,D
3634,A
3635,B
3636,A
3637,"CARICOM, so the answer is B"
3638,B
3639,Answer: C
3640,A
3641,Answer: D
3642,A
3643,A 
3644,D
3645,C
3646,Answer: B
3647,D
3648,Answer: A
3649,A 
3650,A
3651,A 
3652,Answer: D
3653,A
3654,Answer: C
3655,Not Sure
3656,B
3657,Answer: B
3658,D
3659,C 
3660,D 
3661,Answer: B
3662,A
3663,Answer: C
3664,
3665,B 
3666,D
3667,D
3668,B
3669,Answer: D
3670,B
3671,B
3672,D
3673,D
3674,A
3675,B
3676,"making it difficult for one faction to gain the power necessary to govern, so the answer is B"
3677,A
3678,B
3679,D
3680,D
3681,C
3682,C
3683,C
3684,A 
3685,"White Southerners, so the answer is A"
3686,B
3687,B
3688,A
3689,C 
3690,C
3691,B
3692,Answer: D
3693,A 
3694,Answer: B
3695,D
3696,Answer: D
3697,C
3698,
3699,D
3700,D
3701,Answer: C
3702,C 
3703,B
3704,A
3705,Answer: D
3706,B
3707,D
3708,B
3709,Answer: B
3710,D
3711,Answer: A
3712,Answer: A
3713,C
3714,A 
3715,B
3716,A
3717,Answer: A
3718,Answer: C
3719,A
3720,Answer: D
3721,C
3722,D
3723,C
3724,C
3725,B 
3726,D
3727,A
3728,Answer: A
3729,Answer: C
3730,None of the above
3731,D 
3732,D
3733,"oversight of executive branch agencies, so the answer is C"
3734,A
3735,B
3736,D
3737,C
3738,D
3739,Answer: A
3740,Answer: C
3741,B
3742,D
3743,Answer: C
3744,Answer: C
3745,C 
3746,D
3747,B
3748,A 
3749,A
3750,Answer: C
3751,A 
3752,Answer: D
3753,D
3754,"The incumbent vice president of the United States, so the answer is B"
3755,C
3756,A
3757,Answer: D
3758,B
3759,D
3760,B
3761,Answer: C
3762,B
3763,A
3764,A
3765,C
3766,C
3767,"socializing with government officials, so the answer is C"
3768,D
3769,D 
3770,D 
3771,D
3772,Answer: D
3773,"Voting participation for racial minority voters has increased., so the answer is C"
3774,A
3775,C
3776,B
3777,Answer: B
3778,C
3779,D
3780,B
3781,B
3782,Answer: A
3783,Answer: A
3784,Answer: D
3785,D
3786,A
3787,A
3788,A
3789,C
3790,Answer: B
3791,Answer: D
3792,"less clearly identified with consistent political ideologies, so the answer is B"
3793,C
3794,D
3795,C
3796,C
3797,Answer: D
3798,B
3799,D
3800,B 
3801,D
3802,D 
3803,C
3804,A
3805,D
3806,C
3807,B
3808,D
3809,Answer: D
3810,Answer: D
3811,B
3812,A
3813,"state and local governments, by means of federal funding, so the answer is B"
3814,B
3815,D 
3816,B
3817,
3818,B
3819,D
3820,D
3821,Answer: B
3822,Answer: C
3823,"declare war, so the answer is D"
3824,"omission of a universal suffrage clause, so the answer is D"
3825,A
3826,C
3827,D
3828,D 
3829,A
3830,
3831,A
3832,A
3833,B
3834,D
3835,B
3836,D 
3837,B
3838,B
3839,"III and IV only, so the answer is D"
3840,D
3841,C
3842,B
3843,Answer: C
3844,D 
3845,A
3846,D
3847,A
3848,"have a positive value of equal magnitude on its capital account., so the answer is B"
3849,D
3850,D
3851,D
3852,A
3853,C
3854,D
3855,Not Sure
3856,"a recession., so the answer is A"
3857,B 
3858,D
3859,A
3860,B
3861,A
3862,B
3863,
3864,Answer: D
3865,A
3866,Answer: B
3867,Answer: B
3868,Answer: B
3869,D
3870,D
3871,D 
3872,A
3873,B
3874,D
3875,C
3876,Answer: D
3877,C
3878,B
3879,D
3880,B
3881,C
3882,C 
3883,C
3884,B
3885,Answer: B
3886,B
3887,D
3888,B
3889,A
3890,
3891,B
3892,A
3893,Answer: C
3894,Answer: D
3895,D 
3896,"decreasing SRAS with constant AD., so the answer is B"
3897,C
3898,D 
3899,C
3900,"this will increase the demand for the product., so the answer is D"
3901,Answer: D
3902,D
3903,A
3904,A
3905,D
3906,Answer: C
3907,C
3908,Answer: A
3909,None of the above
3910,B 
3911,C
3912,D
3913,A
3914,D
3915,A
3916,Answer: D
3917,B
3918,C
3919,C
3920,
3921,A
3922,"Net exports and GDP both rise., so the answer is A"
3923,B
3924,D
3925,A
3926,D
3927,D
3928,C
3929,C
3930,D 
3931,B
3932,Answer: B
3933,None of the above
3934,D
3935,A 
3936,C
3937,A
3938,
3939,"shift the Phillips curve to the right., so the answer is D"
3940,B
3941,Answer: C
3942,Answer: C
3943,B
3944,A
3945,"calls for the federal government to run a deficit., so the answer is A"
3946,
3947,Answer: C
3948,A
3949,Answer: B
3950,A
3951,D
3952,A
3953,Answer: C
3954,"a tax credit on capital investment., so the answer is D"
3955,C
3956,Answer: B
3957,B
3958,D
3959,C
3960,Answer: B
3961,A
3962,B
3963,B
3964,D
3965,Answer: D
3966,C
3967,B
3968,Answer: D
3969,D
3970,Answer: A
3971,Answer: D
3972,A
3973,B
3974,A
3975,Answer: C
3976,None of the above
3977,Answer: D
3978,D
3979,A 
3980,Answer: D
3981,Answer: B
3982,D
3983,
3984,C
3985,B
3986,A
3987,C
3988,C
3989,D
3990,C 
3991,D
3992,B
3993,Answer: C
3994,A
3995,Answer: D
3996,Answer: A
3997,C
3998,D 
3999,C
4000,D
4001,C
4002,A
4003,C
4004,C
4005,A
4006,Answer: B
4007,D 
4008,D
4009,D
4010,Answer: D
4011,B
4012,A
4013,A
4014,C
4015,B 
4016,Answer: A
4017,B
4018,D
4019,C
4020,B
4021,A
4022,D
4023,D
4024,D 
4025,None of the above
4026,
4027,D
4028,A
4029,A
4030,D
4031,C
4032,C 
4033,D
4034,C
4035,A
4036,D 
4037,D
4038,C
4039,A
4040,D 
4041,A
4042,Answer: C
4043,Answer: C
4044,B
4045,
4046,B
4047,B 
4048,B
4049,"The entire consumption function would shift upward., so the answer is C"
4050,C
4051,D 
4052,B
4053,
4054,A
4055,A
4056,"Deposits, so the answer is D"
4057,D
4058,A 
4059,B
4060,Answer: D
4061,C
4062,D
4063,Answer: A
4064,D
4065,"dollar will appreciate., so the answer is A"
4066,
4067,Answer: C
4068,C
4069,C
4070,B
4071,D
4072,A
4073,B
4074,D
4075,A
4076,Answer: D
4077,C
4078,D
4079,Answer: B
4080,C
4081,D 
4082,C
4083,B 
4084,D
4085,A
4086,None of the above
4087,Answer: D
4088,Answer: D
4089,D
4090,C
4091,C
4092,A
4093,A
4094,C
4095,D
4096,D
4097,D
4098,
4099,"Investment tax credits., so the answer is D"
4100,C
4101,Answer: B
4102,C
4103,Answer: C
4104,B 
4105,B
4106,D
4107,"(C) Decreased     Decreased, so the answer is C"
4108,D
4109,Answer: D
4110,D
4111,C 
4112,"appears in the current account, so the answer is C"
4113,C
4114,D
4115,A
4116,D
4117,"Saving is equal to zero when consumption equals disposable income., so the answer is D"
4118,B
4119,Answer: A
4120,C
4121,A
4122,C
4123,B
4124,A
4125,B
4126,B
4127,A
4128,D
4129,B
4130,Not Sure
4131,A 
4132,B
4133,B
4134,D
4135,A
4136,Answer: A
4137,"the central government dictates the answers to the fundamental economic questions., so the answer is D"
4138,C
4139,C
4140,B 
4141,D
4142,C
4143,Answer: B
4144,Answer: D
4145,A
4146,D
4147,Answer: D
4148,B
4149,B
4150,Answer: B
4151,D
4152,C
4153,Answer: C
4154,
4155,B 
4156,D
4157,C 
4158,B
4159,C
4160,C
4161,C
4162,D
4163,Answer: A
4164,B 
4165,D
4166,D
4167,Answer: C
4168,C
4169,D
4170,A
4171,A
4172,"More investment in capital infrastructure and less consumption of nondurable goods and services, so the answer is B"
4173,Answer: A
4174,C
4175,A
4176,Answer: A
4177,D
4178,C
4179,A 
4180,"a proportional increase in the price level., so the answer is D"
4181,D
4182,D
4183,A
4184,Answer: A
4185,D
4186,C
4187,A
4188,C 
4189,A
4190,C
4191,Answer: D
4192,D
4193,B
4194,A
4195,B
4196,C
4197,A
4198,A
4199,C
4200,D
4201,Answer: D
4202,B
4203,B
4204,B
4205,"lower tax rates on interest earned from savings., so the answer is B"
4206,Answer: A
4207,D
4208,B
4209,
4210,D
4211,D
4212,C
4213,B
