agent,message,negotiation_id,turn
mturk_agent_1,Why do you need so much firewood?🙂,186,1
mturk_agent_2,"My camping expedition is in the far reaches of the north, away from civilization. I've already lost three fingers to frostbite, and I can ill afford to lose another. In short, I need the firewood - for fire. And warmth.",186,1
mturk_agent_1,Sorry to hear about your problems. Are you going to Canada this time?,186,2
mturk_agent_2,Farther. I'm going so far north that we'll be passing over the north pole and keep going into Siberia.,186,2
mturk_agent_1,"That sound cool, I mean cold. 🙂",186,3
mturk_agent_2,It will be. And I'm grateful that you recognize the need! Will you do me a solid by permitting me to have these provisions?,186,3
mturk_agent_1,"I can give you 3 firewood, but only 1 food and no water.",186,4
mturk_agent_2,Good gravy! I will need to cancel the expedition if that's all you have to spare. Can you surely do no better?,186,4
mturk_agent_1,"I do like to have lots of water because I get thirsty on some of my longer hikes. How about I give you 3 firewood, 1 food and 1 water?",186,5
mturk_agent_2,"I see. I can get by without the water, but I need more food. With 2 food, I will probably need to eat my dog, but I will survive. Will you give me 3 firewood, 2 food, and no water?",186,5
mturk_agent_1,That sounds good to me. Let's make this deal.,186,6
mturk_agent_2,Submit-Deal,186,6
mturk_agent_1,Accept-Deal,186,7
mturk_agent_1,Hi how are you? I have a few medical issue and do need to stay warm so fire wood is important to me. What is important to you? ,187,0
mturk_agent_2,"Hello! I also need firewood. It is my highest priority. Then, I need water next as a prority. 🙂",187,0
mturk_agent_1,Yes that matches with my needs as well I need to stay warm due to health conditions and need plenty of water due to medicines. ,187,1
mturk_agent_2,We could split the firewood and water. I can take two water and one firewood. 🙂,187,1
mturk_agent_1,Ok what about the food? how about you take two and ill take one?,187,2
mturk_agent_2,Okay! That sounds good! 🙂,187,2
mturk_agent_1,"Great so we are on the same page. Ill take two fire wood, one water, and one food.",187,3
mturk_agent_2,Okay! Then it's a deal! 🙂,187,3
mturk_agent_1,"Ok you will get one fire wood, two waters, and two foods",187,4
mturk_agent_2,Yes! That is correct! 🙂,187,4
mturk_agent_1,Submit-Deal,187,5
mturk_agent_2,Accept-Deal,187,5
mturk_agent_2,"Hi, what is your highest priority item?",188,0
mturk_agent_1,"I would love to have extra food for my trip, bringing the family! how about you?",188,0
mturk_agent_2,"I agree, it will be tricky to find extra food while camping. I'm sure we can figure out something that works for both of us... the water is also very important to me because it's supposed to be hot. There is plenty of wood where I'm going, so you can have the firewood. Would you be willing to take 3 firewood, 1 food and 1 food?",188,1
mturk_agent_1,"I would like at least 2 food, how does me getting 2 food, 1 water,2 firewood sound?",188,1
mturk_agent_2,I think I can only give away 2 food if you are willing to give up all of the water. How about you take 2 food and 2 firewood? ,188,2
mturk_agent_1,"I think that sounds reasonable, i dont get too thirsty!",188,2
mturk_agent_2,Submit-Deal,188,3
mturk_agent_1,Accept-Deal,188,3
mturk_agent_1,"Hello, I'm going camping today and I can't wait!",189,0
mturk_agent_2,"Nice, so are we!",189,0
mturk_agent_1,That is awesome! The one bad thing about my campsite is there's no stream or lake nearby. I'm going to need a lot of it so I can shower/wash up,189,1
mturk_agent_2,"Well I was hoping to grab some extra water as well, Its suppose to be record highs. ",189,1
mturk_agent_1,I'm sure we can figure something out. I'm going to need a good amount of firewood too to cook my food. The good news is I won't need any food 🙂,189,2
mturk_agent_2,"Well I'm not interested in any firewood, I already have plenty, I do need extra food however",189,2
mturk_agent_1,"Would you accept 1 water, 1 firewood and 3 food?",189,3
mturk_agent_2,I do believe that will work for me.,189,3
mturk_agent_1,Alright perfect. I appreciate the quick and easy negotiation 🙂,189,4
mturk_agent_2,Sounds like we have a deal!,189,4
mturk_agent_1,Submit-Deal,189,5
mturk_agent_2,Accept-Deal,189,5
mturk_agent_2,Hello there,19,0
mturk_agent_1,Hello. How are you?,19,0
mturk_agent_2,Great and yourself? Ready for this camping trip and take a break from modern civilization?,19,1
mturk_agent_1,I'm doing well. Yes. This camping trip is badly needed!,19,1
mturk_agent_2,Indeed we have planned to do a lot of hiking and seeing the nature that is giving to us by god it will be a great wonderful time to serve with others and deepen our faith in the lord savior ,19,2
mturk_agent_1,Awesome. I couldn't agree more. I feel that camping and hiking are both such spiritual experiences. It's such a perfect time to connect with our lord and savior. I love serving others as well.🙂,19,2
mturk_agent_2,":) Yes and you know what we are experiencing some difficulty as some people who said initially they were not going to be able to come and at the last minute are saying that they are coming so we are short on the most important items which are food and was wondering if we could speak about sharing items but due to the people who joined late if I can get food and water you can have more wood as none of us know how to really go into the wild and we do not want to turn away our last minute guests, it would be of tremendous help   ",19,3
mturk_agent_1,I'm more than willing to help you to the best of my ability. I understand and appreciate the difficult situation you find yourself in. How many packages of food and water do you think you will need for your additional guests? How much wood do you need since you are saying you don't need much?,19,3
mturk_agent_2,"Thanks for your understanding well I think if possible then to meet the situation then how bout 3 food and 2 water then you get all the wood ? That way you can have awesome campfires lasting through the night, we will be going to sleep extra early to wake up very early so we do not need all that wood, as much as we need food to replenish our energy and be ready for another day of long walks to see as much as we can from nature 🙂",19,4
mturk_agent_1,I agree with you that campfires are awesome and I do find them to be be quite useful. I'm not as early of a riser as you are unfortunately! 🙂 I'm willing to accept your offer on food as long as you could please consider my needs for water. I am a very active hiker. While I don't need much food for my hikes I do require a lot of water. I once went on a hiking trip when I was new to the activity and ran out of water. I got lost and almost dehydrated! Ever since then it's been very important to me to have as much water as possible. What would it take in order for me to get as much water as possible keeping in mind that I'm willing to give you 3 food. ,19,4
mturk_agent_2,Thank you for the food and I understand we do have to think about water being by far the most important thing in life since it bascially is right 🙂 and well how about then we go do two waters for you and one wood then so then we can have that wood for just in case and we can all be happy ?? thanks for your understanding,19,5
mturk_agent_1,"Yes. Water is the most important thing in life. Thank you for offering me two waters and one wood. However, this would mean that you would be receiving 3 food, 1 water, and 2 wood. That seems too unbalanced to me. It's important for me to also let you know that wood is very crucial for me. When I was a newbie I didn't bring any wood because I figured I'm fine since I'm not scared of the dark. That night a bear snuck on me when I was sleeping. Thankfully I was able to scare it away with noise. However, ever since then I've brought a lot of wood with me so no bears can sneak up on me. I would like to counter your offer with 3 waters, 2 wood, and 0 food. This means you get 1 wood and 3 food. Does this offer work for you?",19,5
mturk_agent_2,Walk-Away,19,6
mturk_agent_1,I want all the water and all the food. What do you want?,190,0
mturk_agent_2,I would like all food and 1 water,190,0
mturk_agent_1,You can have all the water if I can have all the food.,190,1
mturk_agent_2,"how about 2 food for me, 2 water for you?",190,1
mturk_agent_1,"How about 2 food for me, 2 water for me, and you can have everything else",190,2
mturk_agent_2,okay 2 food & 2 water for you 🙂,190,2
mturk_agent_1,"great, that sounds good",190,3
mturk_agent_2,have fun camping,190,3
mturk_agent_1,"I will, my family is big so we wouldn't have had fun  without the extras",190,4
mturk_agent_2,ha i'll get by,190,4
mturk_agent_1,Submit-Deal,190,5
mturk_agent_2,Accept-Deal,190,5
mturk_agent_2,"Hello, I'm hopping I could grab most of the food, I have a lot of hungry mouths to feed.",191,0
mturk_agent_1,Hi - I can understand that. I have quite a few mouths to feed as well,191,0
mturk_agent_2,"hmmm, well what are you looking to get",191,1
mturk_agent_1,"Well, I think that for us staying warm is more important than having extra food. What if I took extra fire wood and you took extra food?",191,1
mturk_agent_2,"That could work, were not really looking to have a big fire",191,2
mturk_agent_1,"Where do you stand on water? We're low , and may need extra in case the fires go out of control",191,2
mturk_agent_2,I do need some myself as well,191,3
mturk_agent_1,I suppose it is important - we'll definitely have split that up somehow. ,191,3
mturk_agent_2,"Well how about this. I take all the Food, and 1 Water. You get all the Firewood and 2 Water.",191,4
mturk_agent_1,we're definitely thinking alike - That extra water would go a long way to keep us safe and comfortable,191,4
mturk_agent_2,Submit-Deal,191,5
mturk_agent_1,Accept-Deal,191,5
mturk_agent_2,"Hi partner, how are you doing? What are you looking for today?",192,0
mturk_agent_1,"Im doing good, how about yourself.",192,0
mturk_agent_2,"Doing well...looking for more water for camping, since it will be hot.",192,1
mturk_agent_1,"I hear ya. I was hoping to get some water as well, but I really need some extra food.",192,1
mturk_agent_2,I can spare some food. How are ya on firewood?,192,2
mturk_agent_1,"I'm good on firewood, I can take it or leave it",192,2
mturk_agent_2,"well, I will give you my 3 food for 3 waters",192,3
mturk_agent_1,"That could work, May I take 2 firewood as well?",192,3
mturk_agent_2,sure,192,4
mturk_agent_1,Then We have a deal my friend,192,4
mturk_agent_2,Absolutely,192,5
mturk_agent_1,Submit-Deal,192,5
mturk_agent_2,Accept-Deal,192,6
mturk_agent_2,"Hii, If any experience about the camp? and what are the important thinks to take that camp.",193,0
mturk_agent_1,"Hello, I have some experience with the camp",193,0
mturk_agent_2,Please give me some instruction and how to handle the critical situation. Because this is my first camp in my experiences... ,193,1
mturk_agent_1,I need 2 firewood because the place I camp is not ideal for gathering it. I would also like 2 water because it gets hot there in the summer time. You can have the rest of the supplies,193,1
mturk_agent_2,Why you prefering food is lowest creteria in that camp packages? If any other packages instead of food packages is available from your side?,193,2
mturk_agent_1,I need 2 firewood and 2 water because that's my most pressing need,193,2
mturk_agent_2,"Sorry, I want 1 firewood, 1 water and 3 food. If you agree for this deal.",193,3
mturk_agent_1,"So you get 1 firewood, 1 water, and 3 food? and I get 2 firewood and 2 water?",193,3
mturk_agent_2,"Sorry, I'm misspelled of water package 1 water instead of 2 water. Actually i want 1 firewood, 2 water and 3 food.",193,4
mturk_agent_1,I need 2 firewood and 2 water. I cant give you the extra water,193,4
mturk_agent_2,Are you agree for my requirement of this camp?,193,5
mturk_agent_1,"No, I don't agree with that deal",193,5
mturk_agent_2,Please negotiate for your deal. Because i have a poly urea problem,193,6
mturk_agent_1,"I need 2 firewood 2 water, you can keep the rest",193,6
mturk_agent_2,"Me also need 1 firewood, 2 water and 1 food",193,7
mturk_agent_1,Ok I will agree to that deal. Do we have a deal?,193,7
mturk_agent_2,Submit-Deal,193,8
mturk_agent_1,Accept-Deal,193,8
mturk_agent_1,Hi there - I need extra firewood,194,0
mturk_agent_2,So do I. I have a medical condition that causes my veins to close when I get cold. ☹️,194,0
mturk_agent_1,"I really need it for my children who get cold at night and we read bedtime stories, so need to be able to see.  Lastly, I really need it to warm up a bottle for my baby.",194,1
mturk_agent_2,"You have kids!🙂 Do you need extra food? I'm on a diet, so I don't eat so much.",194,1
mturk_agent_1,I have food because my baby is mostly on bottled milk. Can I 2 firewood and 2 waters to mix up the formula?,194,2
mturk_agent_2,I would be willing to give you two waters if I could have two firewood. I don't want my veins to close and freeze to death.,194,2
mturk_agent_1,"I understand, but I really need the firewood for my kids. There are 4 of us.",194,3
mturk_agent_2,"I understand, but if my veins shut down I could die.",194,3
mturk_agent_1,Alright alright... I'll give you 2 firewood for all the food and water 🙂,194,4
mturk_agent_2,"😮 How about 1 firewood, 2 waters, and 2 food for you. 2 firewood, 1 water, and 1 food for me?",194,4
mturk_agent_1,How about 1 firewood and 3 waters for me... sorry but my baby could die if she doesnt eat. and 1 food for you?,194,5
mturk_agent_2,I'll let you have the three waters. If I could have 2 food. That way things are mostly split down the middle.,194,5
mturk_agent_1,fine thanks!,194,6
mturk_agent_2,Submit-Deal,194,6
mturk_agent_1,Accept-Deal,194,7
mturk_agent_2,"Hi, I didn't bring enough food with me. Can I take all three packages of food? You can take as much water as you need.",195,0
mturk_agent_1,"Hi! I'm sorry to hear about the food. You can have all of the food, but in exchange, can I have all of the firewood? It's going to be freezing out, and without all of that wood to burn, my family might get hypothermia.",195,0
mturk_agent_2,I would like at least one of the firewood bundles. You can have all of the water and I can boil some from the river. Does that work with you? ,195,1
mturk_agent_1,"That would only work if I can take 1 of the food. I'm doing a ton of hiking, and I'm going to need to fight off starvation. You can have the rest of the food, though. Does that work?",195,1
mturk_agent_2,"That sounds okay with me, but I would like one of the waters in exchange. ",195,2
mturk_agent_1,"Okay, I can work with that. So you'll take 2 foods, 1 firewood, 1 water, and I'll take 1 food, 2 firewood, and 2 waters?",195,2
mturk_agent_2,That sounds good to me 🙂,195,3
mturk_agent_1,"Wonderful! That was simpler than expected. Would you like to put in the trade, or shall I?",195,3
mturk_agent_2,Thank you for compromising. I hope you have a great time camping! You can enter the deal whenever you are ready. ,195,4
mturk_agent_1,"I appreciate you compromising, too, and I hope you have a great time camping as well! Feel free to put in the trade yourself, otherwise, you can send it back to me and I'll do it. 🙂",195,4
mturk_agent_2,Submit-Deal,195,5
mturk_agent_1,Accept-Deal,195,5
mturk_agent_2,"Hi, I didn't bring any food with me and the area I am going to does not have many resources. Can I all of the food packages? ",196,0
mturk_agent_1,I would at least like 2 of the foods. I could give you two. I forgot some of our food at home,196,0
mturk_agent_2,"Alright, if I can have two of the food packages you can take two of the waters. ",196,1
mturk_agent_1,Oh i'm sorry i meant i will give you 2 foods and i get 1,196,1
mturk_agent_2,Can I have two of the firewood so I can boil water? ,196,2
mturk_agent_1," I can give you 3 of the firewood, if i can have all 3 of the water",196,2
mturk_agent_2,That sounds like a deal. Can you repeat everything you are taking so we can make sure we are on the same page? ,196,3
mturk_agent_1,"I get 1 food an you get 2, i get 3 waters and you get 0, I get 0 firewood and you get 3. Is this correct?",196,3
mturk_agent_2,Yes that looks great 🙂,196,4
mturk_agent_1,So we have a eal?,196,4
mturk_agent_2,Submit-Deal,196,5
mturk_agent_1,Accept-Deal,196,5
mturk_agent_2,"Howdy, how you doing today?",197,0
mturk_agent_1,I'm doing great! How are you?,197,0
mturk_agent_2,I'm doing super. Thanks for asking!,197,1
mturk_agent_1,I'm really excited for this camping trip!! 🙂,197,1
mturk_agent_2,same. I love to fish and be outdoors!,197,2
mturk_agent_1,"Me too! I'm a little worried about my water situation, though. I'm newly pregnant, so a lot of foods are making me nauseous. I need to make sure that I have enough water to compensate.",197,2
mturk_agent_2,"Well, congrats! Going camping when pregnant seems crazy to me, but to each there own",197,3
mturk_agent_1,I want to make sure to have a lot of fun before I get so big and miserable. Would it be okay with you for me to have all of the water?,197,3
mturk_agent_2,"Well, what do I get in return. I need water too ☹️",197,4
mturk_agent_1,What do you want the most?,197,4
mturk_agent_2,"I need water the most, but since you're pregnant and need it... I'm willing to let you have it all if I get 3 and 3 of food and firewood",197,5
mturk_agent_1,"I can give you all of the food, but I would like one firewood, please. 🙂",197,5
mturk_agent_2,"ok, that's fine",197,6
mturk_agent_1,Submit-Deal,197,6
mturk_agent_2,Accept-Deal,197,7
mturk_agent_2,Hi My friend! Are you excited to go camping?,198,0
mturk_agent_1,Hello friend! I'm suuper excited 🙂,198,0
mturk_agent_2,Me too🙂. What do you think of the items? which one do you prefer the most?,198,1
mturk_agent_1,"well I honestly prefer Firewood and food, what about you?",198,1
mturk_agent_2,I would love to get more water. I don't really care about food since I am still full. I ate too much at home. ,198,2
mturk_agent_1,hahaha that is fine... so what do you think about you gettin 3 packages of water and I get the firewood and food?,198,2
mturk_agent_2,Is water your least prefer item?,198,3
mturk_agent_1,Yes it is and since is your most prefer item I think we both win.. do you agree?,198,3
mturk_agent_2,Which one is your highest priority? Firewood or food?,198,4
mturk_agent_1,"Honestly Firewood, i really need more of this.",198,4
mturk_agent_2,"Well I need some firewood but since we are buddies, I will give you all if you give me my water. But at least we should divide the food, right?",198,5
mturk_agent_1,I think that is fair.. do you need 1 package of food?,198,5
mturk_agent_2,Ok. That is good for me. I think I can catch some fish in the river. ,198,6
mturk_agent_1,"excellent, do we have a deal?",198,6
mturk_agent_2,"it is a deal, my friend.",198,7
mturk_agent_1,Submit-Deal,198,7
mturk_agent_2,Accept-Deal,198,8
mturk_agent_1,"Hello, fellow camper.🙂",199,0
mturk_agent_2,"Hi, there. Quite a trip we have lined up.",199,0
mturk_agent_1,"Yes, it is.  What items would you like to have?",199,1
mturk_agent_2,I hear it might rain. We would need to keep fire longer to dry off our clothes. Firewood would come in very handy.,199,1
mturk_agent_1,"Well, I would like 2 firewood, 2 food, and 2 water.",199,2
mturk_agent_2,Are some of them more important to you than others? I'm really concerned about having firewood. Food is not as important.,199,2
mturk_agent_1,"I'm not really that concerned about water, especially as it might be wet weather.",199,3
mturk_agent_2,"What's your take on food? We heed it to maintain energy while hiking, but I think we'll not do as much of that. We'll mostly stay by the camp site.",199,3
mturk_agent_1,"I tend to get low blood sugar, and need to eat if I start feeling faint.  How about I take 2 firewood, 2 food, and 1 water?",199,4
mturk_agent_2,"How about you take 1 firewood, 3 food, 1 water instead?  You will still get 5 out of 9 items we have.",199,4
mturk_agent_1,That would work for me.,199,5
mturk_agent_2,Sounds good.,199,5
mturk_agent_1,Submit-Deal,199,6
mturk_agent_2,Accept-Deal,199,6
mturk_agent_2,Hey there!,2,0
mturk_agent_1,Hi! How are you?! You excited for your camping trip??! I sure am ready to go on mine!,2,0
mturk_agent_2,"I am very excited, I'm actually going camping in a week. I drink a lot of water so it's important that I bring a lot. What about you?",2,1
mturk_agent_1,"I really am! I have been watching the weather and updates about the area I will be traveling to.  They are experiencing a severe drought, so I will be in need of some extra water as well! I planned on staying an extra couple days as well.  There is a stream nearby I believe, but I'm not sure how much it has dried up.",2,1
mturk_agent_2,"That's good to hear, you always have to be careful with wild water though, it has all kind of germs. Sounds like you'll have plenty of dry firewood though. ",2,2
mturk_agent_1,"Yes, I would be willing to let you have all the firewood for 2 of the cases of water.  How much food were you needing?",2,2
mturk_agent_2,I like your water and firewood arrangement. Can I have 2 of the food since you're getting 2 of the water? ,2,3
mturk_agent_1,Let me think on that. I know there won't be much for berries or small animals to hunt for.  Is where you are going have much available for you to hunt and scavenge for?,2,3
mturk_agent_2,It might but with the summer season hunting isn't exactly legal at the moment. I tend to camp in remote areas so going to the store for more food isn't really an option. I've already let you have extra water so I don't think it's too far of a stretch to let me have some extra food.,2,4
mturk_agent_1,"Okay, I can let you have 2 of the food then.  I do appreciate your generosity on the extra water.  ",2,4
mturk_agent_2,Submit-Deal,2,5
mturk_agent_1,Accept-Deal,2,5
mturk_agent_2,hi there🙂,20,0
mturk_agent_1,"Hello, I hope we can reach a good deal. I am in desperate need of firewoood and water",20,0
mturk_agent_2,I also need water.  You would not believe how much my family and I sweat!,20,1
mturk_agent_1,I understand. I am unfortunately sick and need the warmth of the fire and water to take my medication or I will die very soon,20,1
mturk_agent_2,"You can have all of the firewood, we just need 1 water ",20,2
mturk_agent_1,That is fair. Could I also have 1 food so I do not starve,20,2
mturk_agent_2,what about your basic food rations?,20,3
mturk_agent_1,I am severely malnourished and could use just one more food please,20,3
mturk_agent_2,"we got kids on this trip, they need food too.  also, your basic supplies should keep you fed well enough to not starve/be malnourished",20,4
mturk_agent_1,I have kids as well who need food. I am just asking for one more food,20,4
mturk_agent_2,"we've given you all of the firewood, 2 of the waters",20,5
mturk_agent_1,If you could add just one food I think we have a deal,20,5
mturk_agent_2,"you are going to have to toss something back our way, otherwise I will look weak to my family and they will not respect me",20,6
mturk_agent_1,Submit-Deal,20,6
mturk_agent_2,Accept-Deal,20,7
mturk_agent_1,Hello,200,0
mturk_agent_2,hi,200,0
mturk_agent_1,"I do need water, food and firewood for camping.",200,1
mturk_agent_2,"Cool, let's see if we can workout a deal.",200,1
mturk_agent_1,I do really need water the most because my body is big and get dehydrate faster than normal.,200,2
mturk_agent_2,I can spare one if you i could get firewood. i really need some.,200,2
mturk_agent_1,Can I get 3 of water and food and 1 of firewood?,200,3
mturk_agent_2,"I can't give you 3, I at least 2 myself due to my heavy equpiment, but could use etra firewood because I brought my light sleeping bag. Can I get 1 water and 2 firewoods?",200,3
mturk_agent_1,"You can have 1 water and 2 firewoods. I can have 3 water, 3 food, and 1 firewood.",200,4
mturk_agent_2,"How about I get 2 water,2 firewood, and 1 food?",200,4
mturk_agent_1,1 water will not be enough for my body.,200,5
mturk_agent_2,"Ok, I can settle with 1 water,2 firewood, and 2 food?",200,5
mturk_agent_1,"I wish I could get 3 water and 3 food and 1 firewood is fine for me. However, I do understand you would need it as well so please let me have at least 2 water and 2 food and 1 firewood. Many Thanks.",200,6
mturk_agent_2,"If I can get the extra food we have a deal, I would love to have a extra meal.",200,6
mturk_agent_1,What is your preference? We could work it out. My need is water and food.,200,7
mturk_agent_2,I need the firewood.,200,7
mturk_agent_1,"Let's work on this deal you will have 2 firewood, 1 food and 1 water.",200,8
mturk_agent_2,"Sounds good, I can settle with that.",200,8
mturk_agent_1,Submit-Deal,200,9
mturk_agent_2,Accept-Deal,200,9
mturk_agent_1,hello,201,0
mturk_agent_2,"Good day, sir. I'm going camping and I need extra supplies. Would you allow me to have 3 firewood, 2 water, and 2 food?",201,0
mturk_agent_1,okay🙂,201,1
mturk_agent_2,Thank you so much. Are you going camping too then?,201,1
mturk_agent_1,Im going camping also but I did want to back track and ask for 1 of those firewoods back please.  its for health reasons,201,2
mturk_agent_2,"I see. So that would give me 2 firewood, 2 water, and 2 food. I believe I can manage it. Is firewood what you need most?",201,2
mturk_agent_1,"actually it would be 1 firewood, 2 waters and 2 foods",201,3
mturk_agent_2,Hmmm... this agreement is changing rapidly.,201,3
mturk_agent_1,i actuallly meant to say that in the beginning. i wanted 2 firewoods and  you could have the 2 waters and 2 foods. and yes firewood is  the most important for me,201,4
mturk_agent_2,What is second most important to you?,201,4
mturk_agent_1, the other two are  not important but  do we have a deal where i have 2 firewood and you have 2 foods and 2 waters?,201,5
mturk_agent_2,"Well, I would like to have 1 firewood, 3 water, and 1 food. If water and food are not as important to you, surely that will work?",201,5
mturk_agent_1,"yes, we have a deal. i agree,",201,6
mturk_agent_2,Submit-Deal,201,6
mturk_agent_1,Accept-Deal,201,7
mturk_agent_1,"Hi, how are ya today? 🙂",202,0
mturk_agent_2,"I am doing great, how about yourself? 🙂",202,0
mturk_agent_1,Great...Thanks for asking. It's been so crazy in the world right now...A camping trip would be PERFECT!! A great escape.!,202,1
mturk_agent_2,I hear ya.  I could really use the food from the extra supplies a lot more than the other items.  I'm a little bigger than the average person.,202,1
mturk_agent_1,🙂🙂🙂Gotcha...no problems there...I'm more interested in staying hydrated..and water is more my supply of choice.,202,2
mturk_agent_2,I understand.  With the extra food I could also use some water more than the firewood.,202,2
mturk_agent_1,I see the food and water as the main aspects to the trip....it's nice out...the fire will be good...but not the biggest neccessity in my trip planning. I would like to just be comfortable..and enjoy myself.,202,3
mturk_agent_2,So I would get more food than you. You would get more water than me.  And what about the firewood?,202,3
mturk_agent_1,I would gladly take a bit more...just in case it does get cold?,202,4
mturk_agent_2,It might not get too cold but I could probably use it since I'm on a medication that tends to make me feel cold when it's actually nice out.,202,4
mturk_agent_1,I only get cold at night....when a fire would be super helpful....you could pack another heavier coat for the days...and then at night when I get cold...you would already have the jacket on and stay warmer.🙂,202,5
mturk_agent_2,"I guess that makes sense. 🙂 So more food for me, more water and firewood for you?",202,5
mturk_agent_1,🙂🙂🙂🙂🙂sounds wonderful...🙂🙂🙂🙂🙂,202,6
mturk_agent_2,Submit-Deal,202,6
mturk_agent_1,Accept-Deal,202,7
mturk_agent_1,Hello! How are you today?,203,0
mturk_agent_2,"good, just getting ready for my big trip🙂, how about you?",203,0
mturk_agent_1,Same! I'm trying to get my family organized and get some last minute items rounded up.,203,1
mturk_agent_2,"very nice, speaking of which, its going to be hot where I'm going, wouldn't mind a bunch of extra water.",203,1
mturk_agent_1,"I would be willing to give you 3 waters if you will give me 3 firewoods. I'm actually worried about how cold it gets at night where we are going. My kids aren't very old and I need to have enough to make sure they stay warm. And that I can cook over a fire. But with that said, I would also really like to get 2 foods as well. ",203,2
mturk_agent_2,"Ok, I'm am okay with that deal. So to confirm, I would get 3 water, 0 firewood and 1 food, correct?",203,2
mturk_agent_1,"Yes, that's correct. That would be so helpful to me and I would appreciate it more than you know. ",203,3
mturk_agent_2,"great, i think we both get want we need here, enjoy your trip",203,3
mturk_agent_1,"Yes, I agree. I hope you have a great camping experience!",203,4
mturk_agent_2,i'm sure i will!🙂,203,4
mturk_agent_1,Submit-Deal,203,5
mturk_agent_2,Accept-Deal,203,5
mturk_agent_1,🙂 Hi how are you.,204,0
mturk_agent_2,pretty good! Any chance you can spare some food? mine got wet when some of my water leaked out,204,0
mturk_agent_1,"Sure but I'm still pretty hungry myself, too. I can spare two food items for you. Did your water spill, too?",204,1
mturk_agent_2,yeah. I lost about 2 bottles worth.Any way you can do 2 food and 2 water and i can give you 3 of my firewood,204,1
mturk_agent_1,That wasn't really my preferences but it sounds like you really need it 🙂,204,2
mturk_agent_2,what do you need the absolute most? ideally would like us to both help eachother,204,2
mturk_agent_1,We both have the same preferences. I didn't have a disaster though lol,204,3
mturk_agent_2,"lol, I appreciate it 🙂. So 2 food and 2 water for me and 3 food for you?",204,3
mturk_agent_1,Yeah let me try the deal. We can work with that.,204,4
mturk_agent_2,sounds great and thanks again,204,4
mturk_agent_1,Can you input the deal? 😮 I don't know what I'm doing.,204,5
mturk_agent_2,Submit-Deal,204,5
mturk_agent_1,Accept-Deal,204,6
mturk_agent_1,"Hello my friend how are you, I would ike to dea with you a package of water",205,0
mturk_agent_2,"Okay, I can spare some water. Can you spare some firewood?",205,0
mturk_agent_1,Well I have 3 package of water and 2 of firewood,205,1
mturk_agent_2,Can you give me 2 of your firewood for one bottle of water and one package of food?,205,1
mturk_agent_1,"Okay sound good, lets do this deal",205,2
mturk_agent_2,"That's great, I would greatly appreciate the firewood. I have hypothermia sitting in.",205,2
mturk_agent_1,"Okay I understand, I like to be cold I don't need firewood right know I prefer food and in this case some water",205,3
mturk_agent_2,"On top of that, I do need some water for medications. But, I have plenty of food.",205,3
mturk_agent_1,"I need food but not much because I alone with my wife, just need a little, I have more firewood and I need to exchange that",205,4
mturk_agent_2,"Great, I would appreciate the firewood in exchange for food. You are kind.",205,4
mturk_agent_1,Submit-Deal,205,5
mturk_agent_2,Reject-Deal,205,5
mturk_agent_2,"I'm sorry, but I'm going to need one more firewood, and I also need another bottle of water.",205,6
mturk_agent_1,"Okay let me see my stock, I would like to deal the quatity that you want",205,6
mturk_agent_2,Submit-Deal,205,7
mturk_agent_1,Accept-Deal,205,7
mturk_agent_2,"Hi there! 🙂 I'm most interested in acquiring additional food packages because I plan on engaging in a lot of hiking which will require a lot of energy. So, could I offer you all of the water packages and I can have the rest?",206,0
mturk_agent_1,I also need more food. Can you please give me 2 food. I have more people than I initially budgeted for.,206,0
mturk_agent_2,"I will need food for my party as well or else we'll starve out there. How about if I give you 1 food package and 1 water package, and I'll have the rest.",206,1
mturk_agent_1,"That is not possible. I will give you 1 of food, water and firewood. I take the rest",206,1
mturk_agent_2,"I appreciate your willingness to work with me. 🙂 With that in mind, I will give you 1 food, 1 water, and 1 firewood. I will have the rest.",206,2
mturk_agent_1,That is unfair☹️,206,2
mturk_agent_2,I'm sorry you feel that way. ☹️ What do you prefer between the firewood and water?,206,3
mturk_agent_1,"Water. If I am giving you 2 food, I am taking 2 water and 2 firewood. or you can exchange yours for what I am taking.",206,3
mturk_agent_2,"Well, if food is your biggest need I will be willing you give you 2 food, but then I will take just 1 food, 3 firewood and water and just live off the land. Would you prefer an option like that?",206,4
mturk_agent_1,We still need to share the other resources.,206,4
mturk_agent_2,"Ok then I will take 2 food, 2 firewood, and 1 water. Deal?",206,5
mturk_agent_1,☹️ Ok then as you say.,206,5
mturk_agent_2,Great! Pleasure finding a compromise with you! 🙂,206,6
mturk_agent_1,Seems like we have a deal.,206,6
mturk_agent_2,Submit-Deal,206,7
mturk_agent_1,Walk-Away,206,7
mturk_agent_2,How are you doing? Which items are you most interested in?,207,0
mturk_agent_1,I am most interested in the food packages,207,0
mturk_agent_2,Ok what if i were to give you all of the food? And you give me the water and 2 of the firewood?,207,1
mturk_agent_1,I am hoping to have 2 of the waters as I have diabetes and need the extra water for hydration frequently.  How about 3 foods 2 water for me and 3 firewood and 1 water pouch for you?,207,1
mturk_agent_2,"While I sympathize with your dilemma and definitely want you to have the water that you need, it would be unfair for you to get the 3 foods and 2 waters because those are the most precious resources. I’m pretty active myself and could use the extra food and water. I could do 2 foods for me 1 water and 2 firewood. Which would leave you 1 food 2 water and 1 firewood.",207,2
